,OpenTime,OpenPrice,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,Number of Trades
4576,1588298400000.0,8659.92,8723.08,8659.92,8704.87,0.475771,1588302000000.0,4140.693,20.0
4577,1588302000000.0,8726.53,8726.53,8666.3,8682.36,1.697462,1588305600000.0,14751.896,32.0
4578,1588305600000.0,8682.5,8793.62,8682.5,8793.62,1.493514,1588309300000.0,13045.505,19.0
4579,1588309300000.0,8794.43,8823.74,8756.58,8793.29,0.649532,1588312800000.0,5707.123,22.0
4580,1588312800000.0,8802.36,8802.89,8756.56,8758.79,0.271536,1588316300000.0,2383.3538,14.0
4581,1588316300000.0,8770.69,8770.69,8717.46,8720.64,0.26234,1588320000000.0,2295.6724,8.0
4582,1588320000000.0,8786.74,8795.26,8770.53,8795.26,0.187247,1588323500000.0,1644.4911,9.0
4583,1588323500000.0,8807.36,8854.04,8781.83,8854.04,0.170169,1588327200000.0,1499.3817,8.0
4584,1588327200000.0,8867.09,8888.4,8835.78,8885.15,0.606241,1588330800000.0,5379.5127,22.0
4585,1588330800000.0,8894.71,9081.26,8882.45,8992.43,3.383586,1588334400000.0,30464.73,61.0
4586,1588334400000.0,9010.72,9010.72,8833.74,8853.42,2.552058,1588338000000.0,22753.521,61.0
4587,1588338000000.0,8907.54,8931.47,8797.87,8842.88,2.055834,1588341600000.0,18213.977,23.0
4588,1588341600000.0,8775.21,8814.63,8724.63,8814.63,1.841232,1588345200000.0,16138.357,15.0
